5210240,0
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
5210240,0
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
5210240,0
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
5210240,0
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
5210240,0
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
5210240,0
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
5210240,0
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
5210240,0
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
5210240,0
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
5210240,0
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
5210240,0
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
5210240,0
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
5210240,0
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
5210240,0
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
5210240,0
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
51112204,1
5210240,0
